transaction_id,amount,time_in_seconds,customer_age,customer_tenure_months,transaction_location,merchant_category,is_international,card_type,fraud
1290,393.81,8712,59,100,Bangalore,Groceries,0,Debit,0
1291,1985.22,74704,44,50,Bangalore,Luxury,0,Credit,0
1292,664.45,52874,28,33,Hyderabad,Electronics,0,Credit,0
1293,2838.14,69087,55,13,Bangalore,Electronics,0,Debit,0
1294,3447.64,12297,51,78,Mumbai,Clothing,0,Credit,1
1295,4003.13,27128,60,97,Mumbai,Electronics,0,Debit,1
1296,1001.55,68368,36,62,Delhi,Groceries,0,Credit,0
1297,838.25,78958,23,93,Bangalore,Clothing,0,Debit,0
1298,523.73,32920,63,43,Delhi,Electronics,0,Debit,0
1299,3182.51,11156,69,49,Pune,Luxury,0,Debit,1
1300,3532.67,11108,55,36,Mumbai,Groceries,0,Debit,0
1301,158.9,31845,66,108,Pune,Luxury,1,Credit,0
1302,4681.13,2800,59,10,Hyderabad,Luxury,0,Debit,0
1303,260.8,42712,45,95,Mumbai,Clothing,0,Credit,0
1304,2706.94,2610,18,6,Pune,Travel,0,Debit,0
1305,3545.59,77603,52,57,Hyderabad,Clothing,0,Credit,1
1306,4354.97,33872,57,1,Pune,Groceries,0,Debit,0
1307,3570.72,10728,25,71,Hyderabad,Groceries,1,Credit,1
1308,4008.84,20583,69,58,Hyderabad,Clothing,0,Credit,0
1309,1697.91,85774,71,91,Mumbai,Travel,1,Debit,0
1310,4074.31,7263,64,21,Delhi,Clothing,0,Debit,0
1311,401.49,67450,73,92,Hyderabad,Groceries,0,Debit,0
1312,4474.19,19456,24,80,Hyderabad,Travel,0,Credit,0
1313,2738.41,65942,28,56,Mumbai,Groceries,0,Credit,0
1314,4086.67,13689,56,110,Delhi,Travel,0,Credit,0
1315,2262.14,32934,21,87,Bangalore,Travel,0,Credit,0
1316,3218.24,33276,42,116,Bangalore,Clothing,0,Debit,0
1317,2632.49,19873,29,20,Delhi,Clothing,1,Debit,1
1318,3658.22,13050,43,102,Pune,Clothing,0,Debit,0
1319,409.07,66216,55,54,Mumbai,Travel,0,Debit,0
1320,302.7,84444,63,25,Delhi,Travel,0,Credit,0
1321,1236.27,84040,29,28,Bangalore,Groceries,0,Credit,0
1322,798.56,21644,60,5,Hyderabad,Luxury,0,Debit,0
1323,4359.05,62021,68,21,Bangalore,Clothing,1,Credit,0
1324,1096.85,37125,70,18,Hyderabad,Groceries,0,Debit,0
1325,4879.35,66899,54,47,Mumbai,Groceries,0,Credit,0
1326,1685.14,42291,63,70,Hyderabad,Electronics,0,Credit,0
1327,911.41,35060,70,57,Delhi,Clothing,0,Credit,0
1328,3948.7,1538,41,93,Hyderabad,Groceries,0,Credit,0
1329,3293.88,36176,33,19,Pune,Electronics,0,Credit,0
1330,2491.48,41520,74,97,Delhi,Clothing,0,Credit,0
1331,2777.26,25675,30,65,Mumbai,Travel,0,Debit,0
1332,3596.29,18287,42,109,Delhi,Electronics,0,Credit,1
1333,1143.05,174,71,3,Pune,Travel,0,Debit,0
1334,4981.67,34998,71,42,Mumbai,Luxury,0,Debit,1
1335,4873.99,53312,74,21,Bangalore,Luxury,0,Debit,1
1336,3251.98,12112,69,99,Pune,Luxury,0,Debit,0
1337,998.51,75225,71,105,Mumbai,Luxury,0,Debit,0
1338,3401.46,44814,21,40,Hyderabad,Groceries,0,Debit,0
1339,361.92,85091,28,67,Delhi,Luxury,0,Credit,0
1340,154.23,50719,49,25,Mumbai,Groceries,0,Credit,0
1341,1289.16,33919,66,109,Delhi,Groceries,0,Credit,0
1342,2313.65,73155,24,102,Hyderabad,Clothing,0,Debit,0
1343,4341.49,71569,63,109,Mumbai,Groceries,0,Debit,0
1344,3636.12,41328,28,55,Bangalore,Groceries,0,Debit,1
1345,3713.79,70482,45,84,Pune,Luxury,0,Credit,0
1346,2128.04,24618,71,52,Mumbai,Groceries,1,Credit,1
1347,1730.33,34675,58,44,Hyderabad,Travel,0,Credit,0
1348,1855.82,18919,40,109,Mumbai,Luxury,0,Debit,1
1349,4938.26,4173,62,98,Delhi,Electronics,0,Debit,1
1350,201.51,26400,40,85,Mumbai,Luxury,0,Debit,0
1351,4335.29,50445,67,56,Bangalore,Groceries,0,Credit,0
1352,2893.8,70305,45,55,Mumbai,Travel,1,Debit,0
1353,2193.64,37564,60,112,Pune,Luxury,0,Debit,0
1354,3626.56,45814,64,87,Mumbai,Travel,1,Debit,1
1355,2433.86,79747,74,70,Delhi,Electronics,0,Debit,0
1356,4367.24,27962,43,115,Mumbai,Electronics,0,Credit,0
1357,4503.61,84892,42,117,Bangalore,Clothing,0,Credit,0
1358,2109.18,85842,71,77,Hyderabad,Clothing,0,Debit,0
1359,1384.86,70533,46,113,Mumbai,Luxury,0,Debit,0
1360,2962.16,56184,36,87,Mumbai,Clothing,0,Credit,0
1361,4561.9,82912,50,73,Pune,Travel,0,Credit,0
1362,1054.1,10578,53,81,Bangalore,Clothing,0,Debit,0
1363,3115.21,18624,31,66,Hyderabad,Travel,0,Credit,0
1364,3158.17,39194,31,19,Delhi,Clothing,0,Credit,1
1365,3665.83,389,52,83,Mumbai,Clothing,0,Debit,0
1366,658.71,67391,47,7,Hyderabad,Clothing,0,Credit,0
1367,3579.41,13794,45,118,Delhi,Groceries,0,Credit,0
1368,4545.25,58002,34,63,Bangalore,Groceries,0,Credit,1
1369,899.24,35531,20,42,Bangalore,Clothing,1,Credit,0
1370,1188.48,52815,33,42,Hyderabad,Travel,0,Debit,0
1371,4857.0,4986,63,59,Delhi,Luxury,0,Credit,0
1372,905.7,32298,47,20,Bangalore,Electronics,0,Credit,0
1373,4272.07,1481,69,73,Hyderabad,Groceries,1,Debit,0
1374,2461.9,56408,46,17,Bangalore,Clothing,0,Credit,0
1375,1236.91,69267,62,27,Bangalore,Electronics,0,Debit,0
1376,4353.88,16835,32,47,Bangalore,Groceries,0,Debit,0
1377,2227.08,27798,63,2,Pune,Luxury,0,Credit,1
1378,2574.57,64887,73,63,Delhi,Travel,0,Credit,0
1379,1796.81,19477,42,62,Hyderabad,Clothing,0,Credit,0
1380,2965.16,17266,68,100,Hyderabad,Luxury,0,Credit,1
1381,818.46,86328,55,19,Delhi,Groceries,1,Credit,1
1382,1956.02,85988,59,17,Delhi,Clothing,0,Debit,0
1383,4847.09,43526,64,69,Delhi,Electronics,0,Credit,0
1384,1291.41,11889,70,39,Delhi,Travel,0,Debit,0
1385,3284.03,24335,71,82,Mumbai,Groceries,0,Credit,0
1386,1626.63,11254,69,117,Hyderabad,Travel,0,Debit,0
1387,3867.59,11442,55,118,Mumbai,Clothing,0,Credit,0
1388,655.24,46289,40,71,Bangalore,Luxury,0,Credit,0
1389,4849.14,53747,42,81,Bangalore,Travel,0,Credit,0
1390,2269.49,37327,59,39,Hyderabad,Electronics,0,Credit,0
1391,1181.02,16199,24,36,Bangalore,Groceries,1,Credit,1
1392,368.41,72827,39,40,Delhi,Electronics,0,Debit,0
1393,849.62,112,34,45,Mumbai,Travel,0,Credit,0
1394,2599.35,19581,35,4,Delhi,Luxury,0,Credit,1
1395,1685.68,59722,66,102,Bangalore,Luxury,0,Credit,0
1396,4144.59,16523,58,25,Mumbai,Electronics,0,Debit,0
1397,2155.01,66960,27,69,Delhi,Clothing,0,Credit,0
1398,1244.32,19552,27,30,Hyderabad,Clothing,0,Debit,0
1399,3086.11,10808,74,76,Delhi,Luxury,0,Credit,0
1400,3534.18,72525,24,68,Bangalore,Electronics,0,Debit,0
1401,836.04,23620,65,88,Mumbai,Electronics,0,Credit,0
1402,838.93,887,67,29,Hyderabad,Electronics,0,Credit,0
1403,184.32,31802,55,73,Mumbai,Travel,0,Debit,0
1404,3682.27,85024,44,68,Hyderabad,Clothing,1,Credit,1
1405,3319.36,81938,69,51,Mumbai,Clothing,0,Debit,0
1406,2373.68,26049,50,24,Bangalore,Travel,0,Credit,0
1407,4221.01,77789,18,14,Hyderabad,Groceries,1,Credit,1
1408,4028.55,84526,61,69,Pune,Travel,0,Debit,0
1409,2927.19,7846,70,18,Mumbai,Electronics,0,Credit,0
1410,4341.49,46220,51,42,Mumbai,Travel,0,Debit,0
1411,1030.0,46163,21,57,Delhi,Electronics,0,Debit,0
1412,560.49,3765,34,83,Hyderabad,Luxury,0,Credit,0
1413,1349.48,81486,21,12,Pune,Electronics,1,Credit,0
1414,286.38,45270,60,82,Bangalore,Clothing,0,Credit,0
1415,2656.32,75277,71,17,Delhi,Travel,0,Debit,0
1416,4683.09,22931,43,30,Pune,Electronics,0,Debit,0
1417,197.68,55633,21,88,Hyderabad,Groceries,1,Credit,0
1418,611.43,80702,18,75,Pune,Luxury,0,Debit,0
1419,2261.54,51913,24,99,Mumbai,Groceries,0,Debit,0
1420,4669.44,25991,47,23,Mumbai,Groceries,0,Debit,0
1421,1581.46,54845,67,81,Delhi,Groceries,0,Debit,0
1422,2536.67,55312,26,1,Hyderabad,Luxury,1,Credit,1
1423,208.82,10561,52,79,Hyderabad,Luxury,0,Credit,0
1424,742.57,16901,25,32,Pune,Luxury,0,Credit,1
1425,4933.16,62875,41,9,Delhi,Luxury,0,Debit,0
1426,4825.63,25917,36,15,Hyderabad,Groceries,0,Debit,0
1427,25.69,62120,53,28,Mumbai,Clothing,0,Debit,0
1428,4759.11,1988,67,24,Pune,Clothing,0,Debit,1
1429,3195.96,14256,69,60,Bangalore,Luxury,0,Credit,0
1430,4339.72,28230,60,35,Mumbai,Travel,0,Debit,0
1431,2274.24,59778,44,86,Delhi,Electronics,1,Debit,0
1432,2578.46,45833,49,27,Hyderabad,Travel,0,Credit,0
1433,2444.74,22625,31,83,Mumbai,Travel,1,Credit,1
1434,3334.65,32088,74,109,Bangalore,Travel,0,Credit,0
1435,699.12,79650,35,76,Bangalore,Clothing,0,Debit,0
1436,150.84,41167,45,20,Delhi,Electronics,0,Debit,0
1437,1540.34,71291,46,65,Mumbai,Travel,0,Debit,0
1438,3523.7,65303,33,85,Pune,Luxury,0,Debit,1
1439,1010.07,76361,52,49,Mumbai,Clothing,0,Debit,0
1440,3367.49,4117,64,109,Bangalore,Luxury,0,Debit,0
1441,4849.59,60710,48,1,Delhi,Luxury,1,Credit,1
1442,470.41,67054,21,10,Delhi,Travel,0,Debit,0
1443,3363.34,30949,54,47,Pune,Luxury,0,Credit,0
1444,2219.31,22547,34,59,Delhi,Electronics,0,Credit,0
1445,4340.84,81882,56,96,Delhi,Luxury,0,Credit,1
1446,886.57,68136,65,62,Delhi,Travel,0,Debit,0
1447,3463.44,64619,63,103,Delhi,Luxury,0,Debit,0
1448,4190.74,61842,43,86,Delhi,Clothing,0,Credit,0
1449,4723.13,26990,65,18,Bangalore,Clothing,0,Debit,0
1450,3416.56,16193,56,112,Mumbai,Clothing,0,Debit,0
1451,2486.38,30109,58,46,Hyderabad,Groceries,0,Credit,0
1452,3089.62,19233,21,32,Delhi,Clothing,0,Debit,0
1453,4344.66,81730,47,27,Hyderabad,Clothing,0,Debit,0
1454,2853.48,34510,47,92,Hyderabad,Groceries,1,Debit,0
1455,152.9,1306,39,18,Bangalore,Clothing,1,Debit,1
1456,4654.81,3849,28,39,Delhi,Travel,0,Credit,0
1457,3447.94,12360,19,49,Hyderabad,Clothing,0,Credit,0
1458,3382.89,45800,61,93,Delhi,Clothing,0,Debit,0
1459,1079.16,36963,29,82,Pune,Groceries,1,Debit,0
1460,3294.77,54330,47,44,Pune,Travel,0,Debit,0
1461,1969.93,51707,53,72,Pune,Luxury,0,Credit,0
1462,3256.51,18689,35,54,Hyderabad,Electronics,1,Debit,1
1463,533.86,29084,43,95,Pune,Travel,0,Debit,0
1464,3289.57,40387,70,34,Bangalore,Luxury,0,Credit,1
1465,4997.07,74816,24,71,Bangalore,Travel,1,Debit,1
1466,242.01,2642,18,36,Hyderabad,Luxury,0,Credit,1
1467,4885.89,42137,43,18,Delhi,Luxury,1,Debit,0
1468,2035.13,79832,40,38,Mumbai,Travel,0,Credit,0
1469,4353.9,55561,43,59,Delhi,Groceries,1,Debit,0
1470,3912.15,62260,62,9,Delhi,Travel,0,Debit,0
1471,2835.51,15438,23,73,Delhi,Travel,1,Credit,0
1472,3692.51,48442,23,110,Delhi,Luxury,0,Credit,1
1473,4392.7,2994,61,72,Mumbai,Electronics,0,Credit,0
1474,2021.3,1813,25,51,Pune,Luxury,0,Credit,0
1475,1635.84,84381,41,35,Delhi,Clothing,0,Credit,0
1476,3338.3,55276,39,82,Bangalore,Travel,0,Debit,0
1477,4039.42,41243,36,5,Hyderabad,Travel,0,Credit,1
1478,3811.66,62912,54,14,Hyderabad,Groceries,0,Credit,0
1479,3989.27,60272,35,92,Bangalore,Luxury,0,Credit,1
1480,2178.48,42051,48,30,Delhi,Groceries,0,Credit,0
1481,4089.35,78854,54,4,Mumbai,Travel,1,Debit,1
1482,601.93,82736,47,39,Pune,Luxury,0,Debit,0
1483,2722.9,65618,74,84,Hyderabad,Luxury,0,Debit,0
1484,29.79,1920,59,64,Pune,Clothing,0,Debit,0
1485,1623.6,77219,50,25,Mumbai,Clothing,0,Debit,0
1486,1832.94,76872,27,28,Hyderabad,Electronics,0,Credit,0
1487,1981.47,81132,54,76,Pune,Clothing,0,Debit,0
1488,3477.64,2093,29,66,Mumbai,Luxury,1,Debit,0
1489,1943.4,12905,71,107,Pune,Clothing,0,Credit,0
1490,2244.02,24351,47,78,Delhi,Electronics,0,Credit,0
1491,1188.48,30981,44,22,Mumbai,Travel,0,Debit,0
1492,1866.89,73903,56,31,Pune,Clothing,0,Debit,0
1493,1137.12,70821,26,23,Delhi,Luxury,0,Credit,0
1494,366.91,82289,71,48,Delhi,Travel,0,Debit,0
1495,3017.64,84021,38,20,Mumbai,Luxury,0,Credit,1
1496,3341.4,78513,29,38,Bangalore,Travel,0,Credit,0
1497,3097.83,19874,72,55,Hyderabad,Luxury,0,Debit,0
1498,2318.01,50931,46,68,Mumbai,Clothing,1,Debit,0
1499,1899.55,7674,50,79,Delhi,Clothing,0,Debit,0
1500,4316.8,50516,60,88,Delhi,Electronics,0,Credit,0
1501,2595.89,60686,70,89,Mumbai,Travel,0,Credit,0
1502,2396.43,69212,32,1,Bangalore,Electronics,0,Debit,0
1503,129.18,2426,19,7,Hyderabad,Groceries,1,Debit,0
1504,1706.9,68498,69,57,Pune,Clothing,0,Debit,0
1505,1901.6,29943,56,95,Mumbai,Travel,0,Credit,0
1506,1994.72,66395,70,12,Hyderabad,Electronics,1,Credit,0
1507,2901.28,44816,61,106,Hyderabad,Electronics,0,Credit,0
1508,2668.48,4138,71,5,Delhi,Groceries,0,Debit,0
1509,3039.92,75945,35,108,Pune,Electronics,0,Credit,1
1510,3824.65,4017,20,50,Mumbai,Luxury,0,Credit,0
1511,4065.12,10451,24,42,Delhi,Clothing,0,Debit,1
1512,3590.9,62956,60,102,Delhi,Electronics,0,Credit,0
1513,4777.66,10278,35,12,Bangalore,Electronics,0,Debit,0
1514,92.14,43764,61,103,Hyderabad,Groceries,0,Credit,0
1515,979.69,1134,55,18,Mumbai,Luxury,0,Debit,0
1516,38.81,62943,54,66,Mumbai,Electronics,0,Debit,0
1517,3237.73,54318,50,74,Mumbai,Clothing,0,Credit,1
1518,4490.25,60128,61,79,Delhi,Clothing,0,Debit,0
1519,1218.17,21869,48,94,Bangalore,Electronics,1,Credit,0
1520,4635.25,5039,28,108,Pune,Luxury,1,Debit,1
1521,302.28,21281,21,17,Delhi,Clothing,1,Debit,0
1522,4672.25,10442,35,68,Pune,Clothing,1,Debit,0
1523,1758.76,73788,21,71,Bangalore,Luxury,0,Credit,0
1524,508.0,27586,66,62,Hyderabad,Luxury,0,Debit,0
1525,2429.87,53053,51,41,Mumbai,Electronics,0,Debit,0
1526,1284.63,50489,46,95,Pune,Travel,0,Credit,0
1527,1425.08,83104,41,115,Delhi,Groceries,0,Debit,0
1528,1537.14,86346,39,119,Pune,Travel,0,Debit,0
1529,4015.33,67087,19,103,Hyderabad,Travel,0,Debit,1
1530,2696.27,12625,61,119,Mumbai,Clothing,1,Debit,0
1531,1557.23,34397,23,34,Pune,Luxury,0,Credit,0
1532,3052.06,58671,59,70,Hyderabad,Clothing,0,Debit,0
1533,3581.04,66897,42,114,Delhi,Groceries,1,Debit,0
1534,1363.85,26149,72,102,Bangalore,Electronics,0,Credit,0
1535,2068.33,60030,74,45,Delhi,Groceries,0,Debit,0
1536,610.31,69906,38,58,Mumbai,Clothing,0,Debit,0
1537,906.57,5283,72,51,Delhi,Clothing,0,Credit,0
1538,3405.91,7610,33,34,Delhi,Clothing,0,Credit,0
1539,908.01,43326,48,44,Delhi,Clothing,0,Credit,0
1540,2626.29,14924,31,15,Delhi,Travel,0,Credit,0
1541,3545.52,76162,56,78,Mumbai,Electronics,0,Debit,0
1542,535.28,869,45,70,Hyderabad,Travel,1,Credit,0
1543,2836.99,1014,49,50,Pune,Clothing,1,Debit,0
1544,1283.56,10103,45,101,Bangalore,Luxury,0,Credit,0
1545,4814.67,82522,68,114,Pune,Travel,0,Debit,0
1546,2418.24,33458,72,32,Pune,Clothing,1,Credit,0
1547,4030.16,82409,66,67,Bangalore,Clothing,1,Credit,1
1548,2751.58,23248,26,3,Mumbai,Electronics,1,Debit,0
1549,218.02,43516,62,86,Bangalore,Groceries,1,Credit,0
1550,3166.12,29061,39,86,Mumbai,Travel,0,Credit,0
1551,4757.07,24170,49,74,Pune,Travel,0,Credit,0
1552,3008.46,8024,22,51,Mumbai,Travel,0,Debit,1
1553,4096.13,82214,40,67,Hyderabad,Clothing,0,Credit,0
1554,4421.15,85947,22,76,Bangalore,Electronics,0,Credit,0
1555,1141.17,43803,59,93,Hyderabad,Clothing,0,Debit,0
1556,1061.01,19296,70,48,Pune,Clothing,0,Debit,0
1557,3055.29,18257,49,17,Bangalore,Luxury,0,Credit,0
1558,2055.73,12855,27,7,Pune,Electronics,0,Debit,0
1559,4199.47,85178,56,13,Hyderabad,Travel,0,Debit,1
1560,4500.22,20025,32,66,Pune,Groceries,0,Debit,0
1561,1767.75,4458,24,4,Bangalore,Travel,0,Credit,0
1562,1185.12,63610,46,10,Bangalore,Clothing,0,Credit,0
1563,3902.85,70843,64,103,Pune,Electronics,1,Debit,0
1564,1374.76,83961,20,88,Bangalore,Electronics,0,Credit,0
1565,4113.25,49831,36,17,Bangalore,Electronics,0,Debit,0
1566,2119.27,43427,27,52,Pune,Luxury,0,Credit,1
1567,3338.08,38506,45,6,Hyderabad,Travel,0,Debit,0
1568,478.58,5668,46,83,Bangalore,Luxury,0,Credit,1
1569,3119.67,47195,32,69,Bangalore,Groceries,0,Debit,0
1570,2259.39,73233,52,96,Bangalore,Clothing,0,Credit,0
1571,2933.46,24417,23,74,Bangalore,Luxury,0,Credit,0
1572,840.9,81982,29,9,Pune,Luxury,0,Debit,0
1573,3684.63,10751,64,91,Hyderabad,Clothing,1,Credit,1
1574,4314.12,46218,55,77,Hyderabad,Electronics,0,Credit,0
1575,1084.48,7352,30,83,Mumbai,Clothing,0,Credit,0
1576,479.48,79052,46,21,Bangalore,Travel,0,Credit,0
1577,119.17,28927,36,24,Bangalore,Clothing,0,Credit,0
1578,3210.22,41094,20,102,Mumbai,Electronics,0,Credit,0
1579,3035.86,54122,25,4,Hyderabad,Clothing,0,Credit,1
1580,2733.94,29493,25,24,Delhi,Luxury,0,Credit,0
1581,1160.5,73539,72,59,Delhi,Groceries,0,Debit,0
1582,1955.14,31707,37,99,Hyderabad,Luxury,0,Credit,0
1583,2972.79,68814,64,3,Bangalore,Groceries,0,Debit,0
1584,2484.34,7296,21,68,Delhi,Clothing,0,Credit,0
1585,4938.94,25398,68,101,Pune,Travel,0,Debit,0
1586,683.06,35842,38,40,Pune,Clothing,0,Credit,0
1587,3476.03,13261,20,48,Mumbai,Electronics,0,Debit,0
1588,2022.19,76709,62,54,Hyderabad,Clothing,0,Debit,0
1589,2141.57,56704,25,35,Hyderabad,Groceries,0,Credit,0
1590,3588.27,67173,40,95,Delhi,Luxury,0,Debit,1
1591,3462.49,31781,33,56,Bangalore,Travel,0,Credit,0
1592,4956.29,13652,30,108,Hyderabad,Clothing,0,Credit,0
1593,642.84,5103,20,89,Delhi,Clothing,1,Debit,0
1594,521.44,25500,65,40,Delhi,Luxury,0,Credit,1
1595,3621.97,35529,26,77,Hyderabad,Travel,0,Debit,0
1596,2892.36,18452,31,68,Delhi,Clothing,0,Debit,0
1597,1371.53,49393,30,46,Mumbai,Clothing,0,Credit,0
1598,398.02,31174,70,78,Mumbai,Groceries,0,Credit,0
1599,429.21,64450,74,13,Hyderabad,Groceries,0,Credit,0
1600,4471.06,35436,24,27,Bangalore,Electronics,0,Credit,0
1601,960.14,47406,32,6,Mumbai,Luxury,1,Credit,1
1602,1617.53,63059,24,17,Mumbai,Travel,1,Debit,1
1603,1134.06,15954,55,36,Hyderabad,Clothing,0,Debit,0
1604,1775.63,82722,51,104,Pune,Clothing,0,Credit,0
1605,348.05,12356,58,113,Delhi,Electronics,0,Credit,0
1606,2595.78,2187,39,99,Mumbai,Clothing,0,Credit,0
1607,339.0,77243,41,81,Pune,Luxury,0,Debit,1
1608,4001.98,35098,66,105,Bangalore,Electronics,1,Debit,0
1609,1169.33,21225,54,2,Pune,Luxury,0,Debit,0
1610,2700.52,3606,61,77,Hyderabad,Electronics,1,Credit,0
1611,4400.52,57620,18,52,Bangalore,Clothing,0,Credit,1
1612,3254.74,32828,27,66,Bangalore,Electronics,1,Debit,0
1613,2665.26,26489,60,52,Pune,Groceries,0,Credit,0
1614,1622.34,14387,33,92,Hyderabad,Travel,0,Credit,0
1615,1665.68,69463,63,43,Mumbai,Clothing,0,Debit,0
1616,3347.77,71832,25,90,Pune,Travel,0,Debit,0
1617,4970.7,2591,73,22,Mumbai,Clothing,0,Credit,1
1618,3309.53,48516,66,111,Pune,Travel,0,Debit,0
1619,2789.36,62061,42,107,Mumbai,Groceries,0,Credit,0
1620,3653.52,66736,67,55,Pune,Travel,0,Debit,0
1621,2326.56,81257,29,67,Bangalore,Electronics,1,Debit,0
1622,301.65,61753,42,99,Delhi,Travel,1,Credit,1
1623,2811.92,84774,34,60,Bangalore,Clothing,0,Credit,0
1624,4788.17,11087,43,58,Mumbai,Luxury,0,Debit,0
1625,877.34,30816,63,12,Hyderabad,Travel,0,Credit,0
1626,3450.33,23408,65,88,Bangalore,Travel,0,Debit,1
1627,1005.47,136,31,69,Delhi,Travel,0,Credit,0
1628,2679.6,17413,58,84,Mumbai,Clothing,0,Debit,0
1629,484.29,59500,53,103,Bangalore,Travel,0,Debit,0
1630,2252.4,84514,74,39,Pune,Clothing,1,Debit,0
1631,3781.06,56358,40,13,Hyderabad,Clothing,0,Credit,0
1632,1738.51,66197,60,41,Mumbai,Luxury,0,Debit,0
1633,3324.89,32854,23,57,Bangalore,Electronics,0,Debit,0
1634,3977.45,76240,64,53,Mumbai,Clothing,0,Debit,0
1635,4635.96,16322,22,109,Pune,Groceries,0,Debit,0
1636,1173.98,6968,60,12,Delhi,Travel,0,Credit,0
1637,1997.18,27518,42,13,Bangalore,Groceries,0,Credit,0
1638,762.93,51925,35,74,Mumbai,Travel,0,Debit,0
1639,4962.43,59848,30,97,Mumbai,Luxury,0,Debit,1
1640,4635.08,1700,60,57,Mumbai,Clothing,0,Credit,0
1641,2700.25,23199,31,40,Delhi,Electronics,0,Debit,0
1642,4210.32,44589,45,118,Mumbai,Clothing,0,Credit,0
1643,2605.27,32115,35,80,Hyderabad,Travel,0,Debit,0
1644,3118.3,61934,74,45,Hyderabad,Electronics,0,Credit,1
1645,446.53,54316,45,35,Mumbai,Clothing,0,Debit,0
1646,3776.6,5520,68,3,Hyderabad,Electronics,1,Credit,1
1647,639.44,36455,73,5,Bangalore,Travel,0,Credit,0
1648,4130.51,41605,44,90,Hyderabad,Luxury,0,Credit,0
1649,3910.36,14955,49,11,Mumbai,Luxury,0,Debit,1
1650,3544.01,44049,64,71,Pune,Clothing,0,Credit,0
1651,181.77,13917,26,117,Bangalore,Groceries,0,Credit,0
1652,1516.34,70293,57,56,Delhi,Travel,0,Debit,0
1653,1316.3,78581,49,10,Mumbai,Clothing,0,Debit,0
1654,1801.32,64925,37,106,Delhi,Clothing,0,Debit,0
1655,439.13,70269,45,116,Pune,Luxury,0,Debit,1
1656,4684.85,30954,50,34,Delhi,Electronics,0,Credit,0
1657,2769.46,72617,21,67,Mumbai,Travel,0,Debit,0
1658,1528.32,41458,63,72,Mumbai,Electronics,0,Debit,0
1659,1985.51,21113,74,31,Pune,Travel,0,Debit,0
1660,2236.57,43939,51,75,Mumbai,Groceries,0,Debit,0
1661,3003.37,29345,65,109,Pune,Luxury,0,Debit,0
1662,2578.88,46313,20,71,Pune,Groceries,0,Debit,0
1663,4597.04,69166,43,109,Mumbai,Clothing,0,Debit,0
1664,2485.32,47861,25,66,Hyderabad,Luxury,0,Credit,1
1665,4960.8,49298,23,70,Pune,Clothing,0,Credit,0
1666,4257.27,47221,33,41,Mumbai,Groceries,0,Credit,0
1667,1043.34,44942,41,63,Hyderabad,Travel,0,Credit,0
1668,4653.05,3453,65,32,Pune,Clothing,0,Credit,0
1669,582.72,54935,56,20,Hyderabad,Electronics,0,Debit,0
1670,4087.43,43370,47,57,Bangalore,Travel,0,Debit,1
1671,1903.74,8328,62,98,Bangalore,Travel,0,Debit,0
1672,4389.99,15534,30,50,Hyderabad,Groceries,0,Debit,0
1673,4340.42,85280,22,80,Pune,Groceries,0,Credit,0
1674,4029.82,84925,42,25,Mumbai,Luxury,0,Credit,0
1675,3950.36,36320,37,12,Delhi,Luxury,0,Debit,0
1676,1524.09,49170,71,71,Mumbai,Electronics,0,Debit,0
1677,405.52,80201,35,39,Delhi,Travel,0,Credit,0
1678,2015.5,8640,64,17,Delhi,Electronics,0,Credit,0
1679,868.45,30049,35,45,Pune,Electronics,0,Credit,0
1680,3475.06,5618,19,11,Hyderabad,Groceries,0,Debit,0
1681,1731.15,56053,27,70,Mumbai,Electronics,1,Debit,0
1682,4878.08,1920,72,23,Hyderabad,Electronics,0,Credit,1
1683,3205.22,43937,62,91,Bangalore,Clothing,0,Credit,0
1684,4112.58,69724,67,110,Pune,Luxury,0,Debit,1
1685,663.49,12207,64,70,Pune,Luxury,0,Debit,1
1686,4310.21,65774,29,38,Bangalore,Travel,0,Debit,0
1687,4613.86,32972,64,2,Mumbai,Luxury,1,Debit,1
1688,2435.82,10799,30,86,Bangalore,Travel,0,Credit,0
1689,3031.66,71088,67,84,Mumbai,Clothing,0,Credit,1
1690,3824.28,28916,64,89,Delhi,Luxury,0,Credit,0
1691,875.02,70463,74,79,Pune,Clothing,1,Debit,0
1692,2513.33,76700,72,113,Mumbai,Luxury,0,Debit,0
1693,1993.92,37158,28,93,Hyderabad,Luxury,0,Debit,0
1694,732.72,84607,36,72,Hyderabad,Clothing,0,Credit,0
1695,1838.3,71696,52,37,Pune,Electronics,0,Credit,0
1696,341.79,61510,56,49,Bangalore,Electronics,0,Credit,0
1697,130.03,58692,70,52,Bangalore,Electronics,0,Debit,0
1698,676.7,61744,43,33,Mumbai,Electronics,0,Debit,0
1699,4815.61,15810,63,22,Bangalore,Luxury,0,Credit,0
1700,2748.1,5126,31,114,Pune,Groceries,0,Debit,0
1701,4829.14,30009,71,111,Mumbai,Clothing,0,Credit,0
1702,2163.06,192,62,5,Delhi,Groceries,0,Credit,0
1703,1559.77,36413,61,103,Bangalore,Groceries,1,Credit,0
1704,2531.2,12816,41,18,Bangalore,Travel,0,Credit,0
1705,2198.12,39082,58,38,Mumbai,Electronics,1,Debit,0
1706,529.22,65048,18,118,Hyderabad,Luxury,1,Debit,1
1707,3204.49,50940,68,117,Bangalore,Electronics,0,Debit,1
1708,1080.97,32130,60,37,Pune,Electronics,0,Debit,0
